student_id,gender,age_group,class_level,boarding_status,repeated_class,socioeconomic_status,guardian_type,parent_education_level,parent_involvement,parent_meeting_attendance,home_study_environment,number_of_siblings,receives_scholarship,internet_access_quality,has_personal_device,electricity_reliability,distance_from_school_km,commute_time_minutes,transport_mode,financial_stress_level,tuition_payment_status,meals_per_day,has_part_time_job,stress_level,sleep_hours_per_night,mental_health_indicator,exam_anxiety_level,motivation_level,peer_relationship_quality,school_satisfaction,attendance_rate,participation_level,extracurricular_involvement,library_usage,peer_collaboration,preferred_learning_style,math_score,english_score,science_score,social_studies_score,average_score,prev_math_score,prev_english_score,prev_science_score,prev_social_studies_score,prev_average_score,score_trend,study_hours_per_day,assignment_completion_rate,homework_submission_consistency,hardest_subject,teacher_accessibility_rating,receives_extra_tutoring,counselor_visits_per_term,exam_preparation_level,mock_exam_score,waec_subject_count,primary_challenge,support_needed,pass_fail,risk_level,dropout_risk,score_improved,score_delta,attendance_category,score_category,is_senior_student,SSI,EI,PSI,RAI,WBI,ARI,WRI,SNI,DVI,pass_fail_encoded,risk_level_encoded,dropout_risk_encoded
STU_0785,Male,10-12,JSS2,Day Student,No,Lower-Middle,Both Parents,Secondary,High,Sometimes,Good,3,No,Poor,No,Moderate,18.4,108,School Bus,Very High,Outstanding,2,Yes,Very Low,8.5,Concerning,Very Low,Very Low,Good,Dissatisfied,55.8,Very Low,No Activity,Rarely,Rarely,Mixed,48.2,44.2,49.6,43.8,46.4,54.6,40.2,67.8,38.8,50.4,Stable,1-2hrs,Below 50%,Often,Social Studies,Fair,No,2,,0.0,0.0,Noisy home environment disrupts studying,Financial aid or scholarship support,Fail,High,High,0,-4.0,Low (50-65%),Poor (40-49),0,42.19,13.75,63.5,35.95,59.62,30.97,0.0,61.41,61.25,0,3,3
STU_0786,Female,13-15,SS1,Boarding,No,Lower-Middle,Both Parents,Postgraduate,Moderate,Always,Very Poor,1,No,Very Poor,No,Unreliable,14.7,89,Private Car,High,Partial,2,Yes,Very High,4.7,Fair,Moderate,High,Good,Neutral,73.8,Low,1 Activity,Daily,Always,Auditory,66.7,53.4,57.3,54.6,58.0,63.8,54.3,59.3,56.9,58.6,Stable,1-2hrs,71-90%,Often,English,Good,No,1,Fair,71.3,7.0,No quiet place to study at home,More teacher support outside class hours,Pass,High,Medium,0,-0.6,Fair (65-75%),Below Avg (50-59),1,64.08,62.5,57.5,24.95,44.81,31.29,68.64,55.08,50.75,1,3,2
STU_0787,Female,13-15,JSS2,Day Student,No,Lower-Middle,Single Parent,Primary,Moderate,Sometimes,Fair,2,No,Excellent,No,Unreliable,2.6,27,Motorcycle,High,Paid,1,No,Low,7.5,Poor,Very Low,High,Excellent,Dissatisfied,69.1,Low,2 Activities,Monthly,Often,Reading/Writing,55.4,49.5,47.1,60.2,53.0,63.8,52.5,48.3,61.7,56.6,Stable,1-2hrs,71-90%,Often,Science,Poor,No,2,,0.0,0.0,Difficulty understanding some teachers,More frequent parent-teacher engagement,Pass,High,Medium,0,-3.6,Fair (65-75%),Below Avg (50-59),0,61.16,48.75,45.5,53.04,61.39,31.13,0.0,49.36,35.22,1,3,2
STU_0788,Male,10-12,JSS2,Day Student,Yes,Low,Both Parents,Postgraduate,Very High,Always,Good,5,No,Very Poor,Yes,Reliable,6.9,42,Private Car,Moderate,Paid,2,No,Low,7.6,Good,High,High,Good,Satisfied,59.0,Moderate,2 Activities,Weekly,Often,Visual,54.1,52.6,62.6,55.9,56.3,53.3,47.2,65.3,49.7,53.9,Stable,1-2hrs,Below 50%,Sometimes,English,Poor,No,3,,0.0,0.0,Poor internet connection at home,Transport support for distant students,Pass,Medium,Low,1,2.4,Low (50-65%),Below Avg (50-59),0,43.79,66.25,93.75,57.59,75.11,38.45,0.0,40.22,26.75,1,2,1
STU_0789,Male,13-15,SS1,Day Student,No,Lower-Middle,Guardian/Relative,Unknown,Moderate,Never,Fair,4,No,Good,No,Unreliable,5.2,31,Motorcycle,High,Outstanding,2,Yes,Low,7.5,Concerning,Moderate,High,Good,Neutral,72.1,Moderate,1 Activity,Never,Sometimes,Visual,72.4,60.3,73.7,71.5,69.5,74.4,54.9,69.5,67.6,66.6,Stable,1-2hrs,71-90%,Always,English,Poor,No,1,Poor,77.6,8.0,Low confidence in science subjects,Better internet access within school,Pass,Medium,Medium,1,2.9,Fair (65-75%),Good (70-79),1,59.68,37.5,30.0,46.16,62.23,30.64,66.7,52.04,60.68,1,2,2
STU_0790,Female,10-12,JSS1,Day Student,No,Lower-Middle,Guardian/Relative,Postgraduate,Very High,Sometimes,Good,0,No,Poor,No,Reliable,2.4,14,Motorcycle,High,Partial,2,No,Low,7.3,Good,Moderate,Very High,Excellent,Very Dissatisfied,69.7,Very Low,3+ Activities,Never,Rarely,Visual,68.5,62.9,64.7,63.5,64.9,72.8,61.0,57.9,58.0,62.4,Stable,1-2hrs,Above 90%,Always,English,Good,No,2,,0.0,0.0,Noisy home environment disrupts studying,Consistent electricity supply for night reading,Pass,Low,Low,1,2.5,Fair (65-75%),Average (60-69),0,64.14,21.25,81.25,47.61,83.96,33.49,0.0,39.95,48.08,1,1,1
STU_0791,Male,13-15,JSS3,Day Student,No,Lower-Middle,Guardian/Relative,OND/NCE,Moderate,Often,Good,2,No,Poor,No,Unreliable,6.6,32,Bus/Danfo,High,Outstanding,1,No,Very Low,8.4,Good,Moderate,Very Low,Excellent,Neutral,63.3,Low,1 Activity,Monthly,Sometimes,Visual,43.5,46.5,45.9,56.2,48.0,38.5,51.7,40.6,43.5,43.6,Stable,<1hr,50-70%,Sometimes,English,Good,No,2,,0.0,0.0,Long distance to school is exhausting,Extra tutoring in mathematics and science,Fail,High,Medium,1,4.4,Low (50-65%),Poor (40-49),0,44.62,40.0,64.0,33.69,72.57,34.22,0.0,52.19,56.18,0,3,2
STU_0792,Female,16-18,SS3,Day Student,No,Upper-Middle,Both Parents,Postgraduate,Moderate,Often,Fair,2,No,Poor,No,Very Unreliable,0.9,5,Walking,Moderate,Partial,3,No,High,4.0,Concerning,Very High,Moderate,Good,Very Dissatisfied,84.7,High,1 Activity,Weekly,Often,Visual,66.3,65.4,58.2,69.1,64.8,69.3,67.8,54.4,77.3,67.2,Stable,>4hrs,50-70%,Sometimes,Science,Fair,Yes,1,Good,59.2,9.0,Stress from upcoming WAEC examination,Better internet access within school,Pass,Low,Low,0,-2.4,Good (75-85%),Average (60-69),1,67.85,61.25,63.75,34.36,33.23,30.59,74.64,49.5,34.33,1,1,1
STU_0793,Male,13-15,SS1,Day Student,No,Low,Both Parents,Secondary,High,Always,Good,1,No,Fair,No,Very Unreliable,7.8,47,Private Car,Very High,Partial,2,Yes,Low,7.2,Good,Very High,High,Good,Very Satisfied,59.0,Moderate,No Activity,Monthly,Often,Kinesthetic,52.3,62.7,54.3,56.1,56.4,56.6,53.2,58.2,57.5,56.4,Stable,3-4hrs,71-90%,Always,Mathematics,Poor,No,1,Good,50.4,8.0,Frequent power outages disrupt night reading,Safe and quiet study environment at school,Pass,Medium,Medium,0,0.0,Low (50-65%),Below Avg (50-59),1,55.82,53.75,76.0,30.53,72.25,29.52,68.46,53.62,53.95,1,2,2
STU_0794,Female,13-15,SS1,Day Student,No,Middle,Both Parents,BSc/HND,Low,Never,Fair,3,No,Good,Yes,Moderate,6.4,33,Bus/Danfo,High,Outstanding,3,No,Low,6.9,Good,High,Very High,Excellent,Satisfied,75.6,Low,No Activity,Monthly,Rarely,Reading/Writing,62.4,73.6,75.9,66.8,69.7,49.1,87.3,73.3,73.8,70.9,Stable,<1hr,50-70%,Sometimes,Mathematics,Fair,Yes,2,Fair,68.3,8.0,Transport challenges cause lateness,Emotional and psychological support services,Pass,Medium,Medium,0,-1.2,Good (75-85%),Good (70-79),1,55.29,31.25,33.25,74.51,81.11,32.06,69.51,44.62,47.6,1,2,2
STU_0795,Male,10-12,JSS3,Boarding,No,Middle,Both Parents,Secondary,Very Low,Never,Fair,1,Yes,Fair,Yes,Unreliable,24.7,142,Private Car,Moderate,Partial,3,No,Low,6.8,Good,Moderate,Moderate,Excellent,Satisfied,70.4,High,1 Activity,Never,Sometimes,Reading/Writing,63.9,64.2,62.5,63.2,63.4,73.7,66.9,66.8,61.4,67.2,Stable,3-4hrs,71-90%,Always,Science,Good,No,4,,0.0,0.0,No quiet place to study at home,Better internet access within school,Pass,Low,Low,0,-3.8,Fair (65-75%),Average (60-69),0,61.12,47.5,18.5,56.08,72.89,37.05,0.0,43.3,32.9,1,1,1
STU_0796,Female,16-18,SS2,Boarding,No,Low,Both Parents,Secondary,High,Sometimes,Fair,2,No,No Access,No,Moderate,10.6,61,Bus/Danfo,Very High,Outstanding,2,No,Very Low,7.2,Concerning,Low,High,Fair,Satisfied,75.9,Very Low,No Activity,Daily,Often,Reading/Writing,48.5,46.1,33.7,50.8,44.8,42.8,43.1,24.9,45.0,39.0,Improving,3-4hrs,50-70%,Sometimes,Science,Fair,No,2,Very Poor,45.3,8.0,Lack of past question papers,More frequent parent-teacher engagement,Fail,Medium,Medium,1,5.8,Good (75-85%),Poor (40-49),1,54.66,46.25,57.25,24.09,67.33,52.26,45.16,57.91,52.03,0,2,2
STU_0797,Female,10-12,JSS2,Day Student,No,Upper-Middle,Single Parent,BSc/HND,Moderate,Never,Good,3,No,Excellent,Yes,Moderate,4.9,29,Motorcycle,Moderate,Outstanding,2,No,Moderate,7.0,Fair,Moderate,Low,Good,Very Dissatisfied,68.9,Moderate,1 Activity,Monthly,Always,Visual,70.0,65.1,64.5,61.6,65.3,71.9,64.0,60.0,56.4,63.1,Stable,>4hrs,71-90%,Often,English,Fair,No,0,,0.0,0.0,Poor health affecting concentration,Extra tutoring in mathematics and science,Pass,Low,Low,1,2.2,Fair (65-75%),Average (60-69),0,73.41,55.0,48.25,83.51,52.24,27.37,0.0,38.24,48.77,1,1,1
STU_0798,Female,13-15,JSS3,Day Student,No,Middle,Both Parents,BSc/HND,High,Always,Good,2,No,Excellent,Yes,Unreliable,1.2,5,Walking,Low,Partial,3,No,Low,8.9,Good,Moderate,Very High,Fair,Neutral,65.5,Moderate,2 Activities,Never,Sometimes,Visual,49.3,53.1,64.7,64.8,58.0,60.0,51.4,59.7,59.5,57.6,Stable,1-2hrs,50-70%,Sometimes,Mathematics,Good,Yes,3,,0.0,0.0,Lack of past question papers,Motivational guidance and career counseling,Pass,Low,Low,1,0.4,Fair (65-75%),Below Avg (50-59),0,52.67,42.5,82.0,76.01,82.39,35.67,0.0,29.02,27.12,1,1,1
STU_0799,Female,16-18,SS3,Day Student,No,Lower-Middle,Guardian/Relative,Postgraduate,Very High,Rarely,Poor,3,No,Poor,No,Unreliable,29.4,171,Private Car,High,Paid,2,No,High,5.3,Good,Low,High,Good,Very Dissatisfied,67.4,Low,1 Activity,Rarely,Often,Visual,67.8,71.1,50.5,81.8,67.8,72.4,68.5,23.8,78.7,60.9,Improving,>4hrs,Above 90%,Always,Science,Fair,No,2,Fair,76.6,9.0,Transport challenges cause lateness,Better internet access within school,Pass,Medium,Low,1,6.9,Fair (65-75%),Average (60-69),1,72.58,36.25,62.5,25.99,61.68,54.69,75.47,47.68,44.65,1,2,1
STU_0800,Female,13-15,JSS3,Day Student,No,Middle,Both Parents,OND/NCE,Moderate,Sometimes,Poor,6,No,Fair,Yes,Unreliable,6.8,42,Bus/Danfo,High,Outstanding,3,No,Very Low,7.3,Good,Very Low,Low,Excellent,Very Dissatisfied,69.3,Very Low,1 Activity,Never,Often,Visual,28.8,53.1,42.0,47.4,42.8,36.1,61.3,38.8,38.1,43.6,Stable,1-2hrs,Below 50%,Rarely,Mathematics,Very Poor,Yes,1,,0.0,0.0,Difficulty understanding some teachers,Financial aid or scholarship support,Fail,High,Medium,0,-0.8,Fair (65-75%),Poor (40-49),0,38.97,23.75,45.25,62.12,79.21,29.21,0.0,50.41,46.68,0,3,2
STU_0801,Female,13-15,SS1,Day Student,Yes,Lower-Middle,Single Parent,Postgraduate,High,Never,Excellent,1,No,Fair,No,Very Reliable,19.7,120,Boarding,No Stress,Paid,2,Yes,Very High,6.1,Good,Moderate,High,Fair,Very Dissatisfied,66.0,Moderate,No Activity,Rarely,Sometimes,Mixed,50.2,68.1,57.0,64.3,59.9,58.0,84.7,49.7,62.0,63.6,Stable,<1hr,Below 50%,Often,Mathematics,Excellent,No,1,Fair,59.3,8.0,Financial burden of buying data for online research,Flexible tuition payment plans,Pass,Medium,Low,0,-3.7,Fair (65-75%),Average (60-69),1,45.46,32.5,66.25,54.01,52.64,32.09,65.46,59.56,54.7,1,2,1
STU_0802,Male,10-12,JSS1,Day Student,No,Middle,Single Parent,OND/NCE,Moderate,Sometimes,Fair,3,No,Poor,Yes,Unreliable,2.4,15,Walking,Low,Paid,3,No,Moderate,5.6,Concerning,High,Moderate,Fair,Neutral,65.6,Very Low,No Activity,Weekly,Sometimes,Visual,57.4,62.9,59.6,71.4,62.8,54.0,59.3,62.8,68.0,61.0,Stable,3-4hrs,Above 90%,Often,Social Studies,Good,No,0,,0.0,0.0,Too many assignments and heavy workload,More teacher support outside class hours,Pass,Low,Low,1,1.8,Fair (65-75%),Average (60-69),0,74.38,32.5,51.5,57.61,42.4,27.22,0.0,37.95,24.6,1,1,1
STU_0803,Female,13-15,JSS2,Day Student,No,Low,Single Parent,Postgraduate,Very High,Sometimes,Poor,2,No,No Access,Yes,Very Unreliable,4.1,21,Motorcycle,Very High,Partial,3,No,Very Low,6.7,Poor,High,Moderate,Good,Neutral,64.4,High,No Activity,Rarely,Often,Auditory,40.1,43.9,42.3,55.2,45.4,32.8,40.7,47.4,60.4,45.3,Stable,1-2hrs,Below 50%,Often,Mathematics,Excellent,No,3,,0.0,0.0,Lack of past question papers,Extra tutoring in mathematics and science,Fail,High,High,1,0.1,Low (50-65%),Poor (40-49),0,43.99,51.25,68.75,33.78,52.43,35.56,0.0,62.43,49.9,0,3,3
STU_0804,Female,13-15,JSS3,Day Student,No,Upper-Middle,Guardian/Relative,Postgraduate,Very High,Never,Fair,2,No,Fair,Yes,Unreliable,0.6,6,Walking,High,Partial,2,Yes,Moderate,6.2,Poor,High,Very High,Excellent,Very Dissatisfied,67.8,Moderate,1 Activity,Rarely,Often,Reading/Writing,48.4,50.2,64.0,64.6,56.8,51.3,49.6,54.2,67.8,55.7,Stable,3-4hrs,50-70%,Often,Mathematics,Good,Yes,3,,0.0,0.0,Noisy home environment disrupts studying,Extra tutoring in mathematics and science,Pass,Medium,Medium,1,1.1,Fair (65-75%),Below Avg (50-59),0,59.5,43.75,62.5,66.72,51.36,35.94,0.0,48.89,55.25,1,2,2
STU_0805,Male,13-15,SS1,Day Student,No,Lower-Middle,Single Parent,OND/NCE,Very High,Rarely,Excellent,0,No,Good,No,Moderate,2.4,13,Walking,Moderate,Paid,3,No,Low,7.6,Concerning,Moderate,Low,Good,Neutral,65.2,Moderate,1 Activity,Monthly,Often,Reading/Writing,51.9,49.4,52.0,54.6,52.0,56.9,39.8,50.3,52.3,49.8,Stable,3-4hrs,50-70%,Often,English,Fair,No,0,Very Poor,47.4,8.0,Family responsibilities reduce study time,Reduction in homework load,Pass,Low,Low,1,2.2,Fair (65-75%),Below Avg (50-59),1,57.17,53.75,75.25,53.36,52.44,27.37,46.11,44.28,29.2,1,1,1
STU_0806,Female,16-18,SS2,Boarding,No,Middle,Guardian/Relative,Postgraduate,Moderate,Sometimes,Good,1,No,No Access,Yes,Moderate,9.1,48,Bus/Danfo,Moderate,Partial,3,No,Moderate,7.1,Concerning,Moderate,Moderate,Fair,Neutral,80.9,High,No Activity,Monthly,Rarely,Kinesthetic,55.1,50.3,51.4,59.7,54.1,62.8,54.0,42.4,62.6,55.4,Stable,<1hr,50-70%,Often,English,Fair,Yes,3,Poor,50.5,8.0,No quiet place to study at home,Consistent electricity supply for night reading,Pass,Low,Low,0,-1.3,Good (75-85%),Below Avg (50-59),1,53.83,43.75,63.75,49.59,47.62,35.02,54.5,48.12,40.78,1,1,1
STU_0807,Female,16-18,SS2,Day Student,No,Lower-Middle,Both Parents,BSc/HND,High,Always,Good,2,Yes,Fair,No,Reliable,5.4,37,Motorcycle,Very High,Outstanding,1,No,Very Low,8.8,Concerning,Moderate,High,Fair,Neutral,70.7,Very Low,1 Activity,Monthly,Sometimes,Visual,47.8,38.7,47.9,56.2,47.7,53.3,40.0,50.2,49.6,48.3,Stable,<1hr,50-70%,Sometimes,Mathematics,Poor,No,0,Good,59.1,8.0,Stress from upcoming WAEC examination,Emotional and psychological support services,Fail,High,Medium,0,-0.6,Fair (65-75%),Poor (40-49),1,46.37,32.5,82.0,52.59,68.76,26.29,72.37,53.86,53.32,0,3,2
STU_0808,Female,13-15,SS1,Day Student,No,Middle,Both Parents,OND/NCE,Moderate,Rarely,Poor,2,No,Excellent,No,Reliable,4.4,28,Bus/Danfo,High,Paid,3,No,Low,7.8,Poor,Very High,High,Good,Satisfied,72.4,Very High,1 Activity,Monthly,Sometimes,Reading/Writing,52.9,53.9,45.7,46.1,49.6,49.5,54.9,40.9,38.5,46.0,Stable,1-2hrs,71-90%,Often,Science,Good,Yes,2,Fair,50.2,8.0,Working part-time limits study time,Consistent electricity supply for night reading,Fail,High,Medium,1,3.6,Fair (65-75%),Below Avg (50-59),1,60.79,65.0,39.0,67.43,51.54,33.91,61.37,50.71,30.4,0,3,2
STU_0809,Male,16-18,SS2,Day Student,No,Middle,Both Parents,BSc/HND,Moderate,Sometimes,Good,5,No,Poor,Yes,Unreliable,2.2,12,Motorcycle,No Stress,Paid,3,No,Very High,5.2,Concerning,Very Low,Low,Good,Satisfied,74.6,High,2 Activities,Never,Sometimes,Kinesthetic,64.2,64.0,55.4,71.8,63.8,70.4,51.0,51.7,71.2,61.1,Stable,1-2hrs,71-90%,Often,English,Good,No,0,Poor,79.0,9.0,Lack of past question papers,Access to more textbooks and materials,Pass,Medium,Low,1,2.7,Fair (65-75%),Average (60-69),1,66.31,52.5,60.75,57.68,32.55,29.56,69.55,58.4,44.35,1,2,1
STU_0810,Male,16-18,SS3,Boarding,No,Lower-Middle,Both Parents,Primary,Very High,Always,Fair,3,No,Very Poor,No,Unreliable,5.4,24,Motorcycle,Moderate,Paid,2,Yes,Very High,4.5,Fair,Moderate,High,Good,Neutral,72.5,Moderate,1 Activity,Monthly,Sometimes,Reading/Writing,70.2,79.7,60.3,61.1,67.8,55.5,63.9,58.8,61.7,60.0,Improving,1-2hrs,50-70%,Sometimes,Science,Fair,Yes,1,Excellent,77.3,9.0,Too many assignments and heavy workload,Better equipped computer laboratory,Pass,Medium,Low,1,7.8,Fair (65-75%),Average (60-69),1,57.85,47.5,75.5,28.09,44.38,52.04,89.78,49.35,35.08,1,2,1
STU_0811,Female,10-12,JSS1,Boarding,No,Middle,Both Parents,Postgraduate,Very Low,Often,Good,6,No,Good,No,Moderate,11.5,65,Bus/Danfo,Moderate,Partial,3,No,Low,7.6,Good,Moderate,Very Low,Good,Satisfied,73.1,High,No Activity,Daily,Sometimes,Mixed,44.7,60.9,42.6,49.2,49.3,53.6,58.3,44.6,48.4,51.2,Stable,1-2hrs,50-70%,Sometimes,Science,Excellent,Yes,0,,0.0,0.0,I find mathematics very difficult,More teacher support outside class hours,Fail,Medium,Low,0,-1.9,Fair (65-75%),Below Avg (50-59),0,51.53,62.5,52.5,52.78,62.11,25.78,0.0,45.9,32.22,0,2,1
STU_0812,Female,13-15,SS2,Day Student,No,Lower-Middle,Both Parents,Secondary,Very High,Always,Poor,3,No,Poor,No,Reliable,16.1,106,Bus/Danfo,High,Outstanding,2,Yes,Moderate,7.3,Fair,Low,High,Good,Neutral,53.5,Moderate,2 Activities,Weekly,Often,Reading/Writing,47.5,56.8,48.3,41.6,48.6,41.3,61.4,48.7,49.7,50.3,Stable,3-4hrs,71-90%,Often,Social Studies,Good,No,1,Fair,43.4,8.0,Mental fatigue from combined school and home demands,Financial aid or scholarship support,Fail,High,High,0,-1.7,Low (50-65%),Poor (40-49),1,59.72,63.75,72.25,42.98,64.88,28.86,58.31,47.55,59.82,0,3,3
STU_0813,Male,10-12,JSS2,Day Student,Yes,Upper-Middle,Both Parents,Secondary,Low,Always,Very Poor,2,No,Poor,Yes,Unreliable,15.3,84,Boarding,Moderate,Partial,3,No,Moderate,6.3,Fair,Moderate,Moderate,Good,Satisfied,68.0,High,1 Activity,Rarely,Sometimes,Kinesthetic,68.1,94.1,69.9,68.6,75.2,61.7,81.7,72.7,72.7,72.2,Stable,1-2hrs,71-90%,Often,Mathematics,Excellent,Yes,2,,0.0,0.0,Long distance to school is exhausting,Counseling services for stress management,Pass,Medium,Low,1,3.0,Fair (65-75%),Good (70-79),0,68.65,52.5,39.75,55.75,55.74,35.68,0.0,43.25,36.0,1,2,1
STU_0814,Female,16-18,SS3,Day Student,No,Lower-Middle,Both Parents,OND/NCE,High,Sometimes,Fair,2,No,Poor,No,Unreliable,15.8,93,Bus/Danfo,High,Partial,3,No,Moderate,5.9,Fair,High,High,Excellent,Dissatisfied,65.0,Low,2 Activities,Monthly,Sometimes,Reading/Writing,57.8,59.3,54.5,55.6,56.8,75.2,65.6,59.5,61.8,65.5,Declining,1-2hrs,Below 50%,Sometimes,Science,Poor,No,3,Fair,52.3,8.0,No quiet place to study at home,Motivational guidance and career counseling,Pass,Medium,Low,0,-8.7,Low (50-65%),Below Avg (50-59),1,45.46,42.5,60.25,30.58,60.38,14.65,62.31,55.77,43.75,1,2,1
STU_0815,Female,13-15,SS1,Day Student,No,Upper-Middle,Both Parents,BSc/HND,Moderate,Sometimes,Poor,2,No,Fair,Yes,Reliable,9.8,58,Motorcycle,No Stress,Paid,2,No,Very High,4.8,Concerning,Moderate,High,Excellent,Neutral,67.1,Low,No Activity,Rarely,Often,Mixed,62.0,77.6,73.6,64.6,69.4,62.4,75.5,72.7,61.3,68.0,Stable,3-4hrs,50-70%,Often,Science,Fair,Yes,1,Fair,68.3,8.0,Poor health affecting concentration,Emotional and psychological support services,Pass,Medium,Low,1,1.4,Fair (65-75%),Good (70-79),1,63.73,36.25,48.25,76.11,40.19,32.06,69.51,56.11,46.22,1,2,1
STU_0816,Male,10-12,JSS3,Day Student,No,Upper-Middle,Guardian/Relative,Postgraduate,Moderate,Rarely,Good,2,No,Excellent,Yes,Unreliable,4.3,27,Motorcycle,High,Partial,3,No,Low,7.8,Fair,Very Low,Very Low,Poor,Satisfied,66.1,Moderate,2 Activities,Never,Often,Reading/Writing,34.0,47.3,48.5,50.4,45.1,32.2,41.5,41.3,52.4,41.8,Stable,1-2hrs,50-70%,Often,Mathematics,Excellent,No,5,,0.0,0.0,Stress from upcoming WAEC examination,Better equipped computer laboratory,Fail,High,Low,1,3.3,Fair (65-75%),Poor (40-49),0,50.98,51.25,57.5,77.47,54.2,42.8,0.0,49.83,48.98,0,3,1
STU_0817,Female,16-18,SS2,Boarding,Yes,Lower-Middle,Both Parents,Postgraduate,Moderate,Sometimes,Excellent,3,No,Fair,Yes,Unreliable,17.2,95,Boarding,No Stress,Paid,2,No,Very High,5.5,Good,Moderate,Low,Good,Very Satisfied,74.3,High,No Activity,Weekly,Sometimes,Mixed,58.3,75.6,65.5,65.5,66.2,50.2,76.2,54.3,59.2,60.0,Improving,<1hr,50-70%,Sometimes,Mathematics,Fair,No,1,Poor,64.8,9.0,Lack of past question papers,Better equipped computer laboratory,Pass,Medium,Low,1,6.2,Fair (65-75%),Average (60-69),1,53.74,60.0,70.0,56.11,43.86,53.42,63.16,58.62,44.42,1,2,1
STU_0818,Male,13-15,JSS2,Day Student,Yes,Lower-Middle,Single Parent,OND/NCE,High,Often,Fair,3,No,Poor,Yes,Reliable,1.0,6,Bus/Danfo,High,Outstanding,2,Yes,Low,7.6,Good,Low,Moderate,Good,Satisfied,64.1,Moderate,1 Activity,Rarely,Always,Auditory,34.6,41.3,29.1,31.9,34.2,37.7,32.2,23.8,27.5,30.3,Stable,1-2hrs,Below 50%,Rarely,Science,Fair,No,1,,0.0,0.0,Noisy home environment disrupts studying,Access to more textbooks and materials,Fail,High,High,1,3.9,Low (50-65%),Failing (<40),0,34.66,57.5,66.5,68.08,74.11,33.03,0.0,50.07,58.67,0,3,3
STU_0819,Male,13-15,JSS2,Boarding,No,Lower-Middle,Both Parents,Primary,Moderate,Sometimes,Good,2,Yes,Fair,Yes,Reliable,19.3,107,Bus/Danfo,High,Partial,3,No,Low,8.4,Concerning,Moderate,Very High,Fair,Very Dissatisfied,73.6,Moderate,No Activity,Weekly,Never,Mixed,56.7,71.6,67.7,74.1,67.5,62.3,53.8,69.3,76.1,65.4,Stable,<1hr,Above 90%,Rarely,Mathematics,Fair,No,1,,0.0,0.0,No quiet place to study at home,Safe and quiet study environment at school,Pass,Medium,Low,1,2.1,Fair (65-75%),Average (60-69),0,64.69,30.0,51.75,67.9,66.65,30.33,0.0,44.43,39.1,1,2,1
STU_0820,Male,13-15,JSS2,Day Student,No,Upper-Middle,Guardian/Relative,BSc/HND,High,Often,Fair,1,No,Excellent,Yes,Unreliable,16.1,97,Bus/Danfo,High,Outstanding,1,No,Low,8.0,Fair,Moderate,Moderate,Good,Dissatisfied,64.6,Very High,No Activity,Rarely,Sometimes,Reading/Writing,46.9,47.1,51.4,57.9,50.8,44.4,55.5,41.7,52.6,48.6,Stable,1-2hrs,Below 50%,Often,English,Very Poor,No,0,,0.0,0.0,Poor internet connection at home,Reduction in homework load,Pass,High,Medium,1,2.2,Low (50-65%),Below Avg (50-59),0,45.93,50.0,69.5,73.48,65.63,27.37,0.0,47.81,58.35,1,3,2
STU_0821,Female,16-18,SS3,Day Student,No,Lower-Middle,Guardian/Relative,OND/NCE,Very Low,Often,Good,0,No,Very Poor,No,Unreliable,36.2,180,School Bus,Moderate,Paid,1,No,High,5.7,Good,Very High,Very High,Good,Neutral,64.9,Low,1 Activity,Weekly,Never,Kinesthetic,65.5,57.7,54.3,68.2,61.4,50.5,57.4,61.8,63.5,58.3,Stable,1-2hrs,Below 50%,Rarely,Science,Poor,No,0,Good,73.0,7.0,Mental fatigue from combined school and home demands,Peer mentorship and study groups,Pass,High,Low,1,3.1,Low (50-65%),Average (60-69),1,44.38,32.5,46.5,17.69,61.54,29.72,76.41,53.35,38.28,1,3,1
STU_0822,Male,13-15,SS1,Boarding,No,Middle,Single Parent,OND/NCE,Very Low,Rarely,Good,1,No,Poor,Yes,Unreliable,38.3,180,Boarding,Moderate,Outstanding,3,No,Moderate,7.2,Concerning,Very Low,Very Low,Good,Satisfied,59.4,Moderate,1 Activity,Rarely,Always,Visual,58.2,68.0,44.6,60.2,57.8,69.6,63.0,37.2,62.8,58.2,Stable,1-2hrs,50-70%,Sometimes,Mathematics,Fair,No,2,Good,52.4,7.0,Low confidence in science subjects,Safe and quiet study environment at school,Pass,Medium,Medium,0,-0.4,Low (50-65%),Below Avg (50-59),1,51.08,57.5,34.0,45.48,44.33,32.36,67.14,53.28,51.15,1,2,2
STU_0823,Male,13-15,SS2,Day Student,Yes,Upper-Middle,Single Parent,OND/NCE,Low,Often,Good,1,No,Excellent,No,Reliable,15.8,98,Bus/Danfo,No Stress,Partial,2,No,Very High,6.2,Good,Moderate,Very Low,Poor,Dissatisfied,63.7,Low,1 Activity,Monthly,Often,Auditory,61.9,47.1,59.8,53.1,55.5,59.9,43.1,59.0,48.5,52.6,Stable,3-4hrs,Below 50%,Rarely,English,Very Poor,Yes,4,Good,56.6,9.0,Too many assignments and heavy workload,Emotional and psychological support services,Pass,High,Medium,1,2.9,Low (50-65%),Below Avg (50-59),1,46.02,43.75,55.25,66.08,35.36,43.64,73.47,63.24,60.07,1,3,2
